PEOPLE_NEGATIVE_NEW_COUNT,PROVINCE_STATE_CODE,DATA_COMPLETENESS_SCORE_NAME,PEOPLE_POSITIVE_CASES_COUNT,REPORT_DATE,PROVINCE_STATE_NAME,PEOPLE_IN_INTENSIVE_CARE_CURRENTLY_COUNT,PEOPLE_PENDING_CASES_COUNT,PEOPLE_RECOVERED_COUNT,REPORTED_DATE_TIME,PEOPLE_POSITIVE_NEGATIVE_TEST_RESULTS_COUNT,DATA_SOURCE_NAME,PEOPLE_DEATH_NEW_COUNT,PEOPLE_INTUBATED_CUMULATIVE_COUNT,PEOPLE_TEST_RESULTS_NEW_COUNT,PEOPLE_IN_INTENSIVE_CARE_CUMULATIVE_COUNT,PROVINCE_STATE_FIPS_NUMBER,PEOPLE_NEGATIVE_CASES_COUNT,PEOPLE_HOSPITALIZED_NEW_COUNT,PEOPLE_HOSPITALIZED_CUMULATIVE_COUNT,PEOPLE_INTUBATED_CURRENTLY_COUNT,PEOPLE_HOSPITALIZED_CURRENTLY_COUNT,PEOPLE_POSITIVE_NEW_CASES_COUNT,PEOPLE_DEATH_COUNT
12626,MI,A+,67711,6/21/2020,Michigan,209,,49290,6/21/2020 12:00:00 AM,907426,COVID Tracking Project Historical,3,,12792,,26,839715,0,,99,557,166,6090
11867,MN,A,32920,6/21/2020,Minnesota,160,,28663,6/20/2020 5:00:00 PM,504363,COVID Tracking Project Historical,8,,12320,1163,27,471443,30,3797,,322,453,1412
3629,MO,B,18003,6/21/2020,Missouri,,,,6/21/2020 3:00:00 PM,315157,COVID Tracking Project Historical,1,,4042,,29,297154,0,,66,415,413,956
0,MP,D,30,6/21/2020,Northern Mariana Islands,,,19,6/18/2020 9:18:00 PM,8169,COVID Tracking Project Historical,0,,0,,69,8139,0,,,,0,2
0,MS,A,20641,6/21/2020,Mississippi,156,,15323,6/16/2020 7:00:00 PM,238715,COVID Tracking Project Historical,0,,0,,28,218074,0,2767,98,689,0,938
808,MT,C,717,6/21/2020,Montana,,,548,6/21/2020 12:00:00 AM,70357,COVID Tracking Project Historical,0,,827,,30,69640,4,89,,15,19,20
13022,NC,A,52801,6/21/2020,North Carolina,,,29219,6/21/2020 12:00:00 PM,745775,COVID Tracking Project Historical,8,,14434,,37,692974,0,,,845,1412,1220
1905,ND,D,3288,6/21/2020,North Dakota,,,2910,6/21/2020 12:00:00 AM,96173,COVID Tracking Project Historical,0,,1942,,38,92885,3,216,,31,37,71
2271,NE,D,17707,6/21/2020,Nebraska,,,11565,6/20/2020 7:50:00 PM,154241,COVID Tracking Project Historical,0,,2387,,31,136534,12,1212,,140,116,244
286,NH,B,5518,6/21/2020,New Hampshire,,,4244,6/20/2020 9:00:00 AM,105885,COVID Tracking Project Historical,2,,318,159,33,100367,2,551,,55,32,339
25786,NJ,A+,169142,6/21/2020,New Jersey,278,,29450,6/21/2020 1:00:00 PM,1244967,COVID Tracking Project Historical,15,,26094,,34,1075825,0,19267,219,1105,308,14680
8524,NM,C,10565,6/21/2020,New Mexico,,,4684,6/20/2020 6:01:00 PM,293431,COVID Tracking Project Historical,5,,8829,,35,282866,11,1746,,134,305,469
2454,NV,A+,13205,6/21/2020,Nevada,87,,652,6/21/2020 6:01:00 PM,241691,COVID Tracking Project Historical,1,,2728,,32,228486,0,,49,370,274,492
66862,NY,A,387936,6/21/2020,New York,332,,69506,6/20/2020 11:59:00 PM,3395319,COVID Tracking Project Historical,15,,67526,,36,3007383,0,89995,237,1142,664,24725
12710,OH,B,44808,6/21/2020,Ohio,194,,,6/21/2020 2:00:00 PM,643221,COVID Tracking Project Historical,3,,13256,1844,39,598413,41,7242,119,496,546,2700
0,OK,A+,10515,6/21/2020,Oklahoma,93,,7531,6/21/2020 12:00:00 AM,282440,COVID Tracking Project Historical,1,,478,,40,271925,14,1243,,197,478,369
8329,OR,A+,6937,6/21/2020,Oregon,50,,2533,6/21/2020 3:01:00 AM,202611,COVID Tracking Project Historical,1,,8516,,41,195674,0,946,29,154,187,190
9554,PA,A+,81730,6/21/2020,Pennsylvania,,,62932,6/21/2020 12:00:00 AM,657745,COVID Tracking Project Historical,4,,10018,,42,576015,0,,157,735,464,6423
0,PR,C,6525,6/21/2020,Puerto Rico,13,,,6/21/2020 6:30:00 AM,119805,COVID Tracking Project Historical,2,,62,,72,113280,0,,5,71,62,149
623,RI,A+,16476,6/21/2020,Rhode Island,23,,1515,6/21/2020 3:00:00 AM,228600,COVID Tracking Project Historical,0,,1958,,44,125701,0,1922,12,123,27,894
5511,SC,A,24693,6/21/2020,South Carolina,,,10790,6/20/2020 11:59:00 AM,302667,COVID Tracking Project Historical,9,,6418,,45,277974,0,2294,,692,907,653
1039,SD,B,6297,6/21/2020,South Dakota,,,5389,6/20/2020 6:00:00 PM,73026,COVID Tracking Project Historical,0,,1111,,46,66729,10,608,,89,72,81
9633,TN,B,35102,6/21/2020,Tennessee,,,23067,6/21/2020 12:00:00 AM,685629,COVID Tracking Project Historical,2,,10289,,47,650527,25,2291,,605,656,526
58916,TX,B,111601,6/21/2020,Texas,,,68499,6/21/2020 4:05:00 PM,1526180,COVID Tracking Project Historical,17,,62782,,48,1414579,0,,,3409,3866,2182
3124,UT,A,17462,6/21/2020,Utah,67,,9659,6/21/2020 12:48:00 PM,296395,COVID Tracking Project Historical,3,150,3518,338,49,278933,23,1184,,222,394,158
13721,VA,A+,57994,6/21/2020,Virginia,243,297,7646,6/20/2020 5:00:00 PM,545676,COVID Tracking Project Historical,4,,14272,,51,487682,22,8509,125,863,551,1611
10,VI,C,76,6/21/2020,Virgin Islands,,9,64,6/21/2020 11:13:00 AM,2578,COVID Tracking Project Historical,0,,12,,78,2502,0,,,,2,6
805,VT,B,1159,6/21/2020,Vermont,,,922,6/21/2020 12:00:00 AM,57845,COVID Tracking Project Historical,0,,817,,50,56686,0,,,11,12,56
-8627,WA,B,28225,6/21/2020,Washington,,,,6/21/2020 2:59:00 AM,466069,COVID Tracking Project Historical,10,,-9082,,53,437844,27,4030,54,267,-455,1265
5771,WI,A+,27615,6/21/2020,Wisconsin,94,153,19310,6/21/2020 4:00:00 PM,487949,COVID Tracking Project Historical,0,,6060,710,55,460334,17,3220,,242,289,744
2136,WV,B,2543,6/21/2020,West Virginia,3,,1676,6/21/2020 5:00:00 PM,150589,COVID Tracking Project Historical,1,,2193,,54,148046,0,,2,23,57,89
0,WY,C,1197,6/21/2020,Wyoming,,,909,6/21/2020 11:59:00 AM,27359,COVID Tracking Project Historical,0,,18,,56,26162,2,100,,8,18,20
3266,AK,A,743,6/20/2020,Alaska,,,464,6/20/2020 12:00:00 AM,86918,COVID Tracking Project Historical,0,,3287,,02,86175,0,,1,16,21,12
7651,AL,B,29549,6/20/2020,Alabama,,,15974,6/20/2020 11:00:00 AM,339523,COVID Tracking Project Historical,16,418,8198,717,01,309974,27,2443,,638,547,838
6951,AR,B,15142,6/20/2020,Arkansas,,,10082,6/20/2020 12:00:00 AM,242234,COVID Tracking Project Historical,10,175,7462,,05,227092,0,1100,53,224,511,224
0,AS,C,0,6/20/2020,American Somoa,,,,6/1/2020 12:00:00 AM,174,COVID Tracking Project Historical,0,,0,,60,174,0,,,,0,0
9955,AZ,A+,49798,6/20/2020,Arizona,546,,7196,6/20/2020 12:00:00 AM,405280,COVID Tracking Project Historical,26,,13064,,04,355482,6,4252,368,1938,3109,1338
74817,CA,B,169309,6/20/2020,California,1332,,,6/20/2020 12:00:00 AM,3234412,COVID Tracking Project Historical,64,,78710,,06,3065103,0,,,4582,3893,5424
8337,CO,A,30187,6/20/2020,Colorado,,,4296,6/19/2020 12:00:00 AM,322364,COVID Tracking Project Historical,12,,7595,,08,242882,10,5318,,250,286,1429
3641,CT,B,45715,6/20/2020,Connecticut,,,7842,6/19/2020 8:30:00 PM,395887,COVID Tracking Project Historical,13,,3799,,09,350172,0,10099,,150,158,4251
4130,DC,A+,9984,6/20/2020,District of Columbia,58,,1166,6/19/2020 12:00:00 AM,77953,COVID Tracking Project Historical,1,,4162,,11,67969,0,,40,177,32,531
1912,DE,A,10681,6/20/2020,Delaware,,,6395,6/19/2020 6:00:00 PM,92416,COVID Tracking Project Historical,0,,1982,,10,81735,0,,,75,70,504
24352,FL,A,93797,6/20/2020,Florida,,1630,,6/20/2020 10:00:00 AM,1561272,COVID Tracking Project Historical,40,,28401,,12,1467475,165,13227,,,4049,3237
22278,GA,A,63809,6/20/2020,Georgia,,,,6/20/2020 2:50:00 PM,694384,COVID Tracking Project Historical,6,,24078,2140,13,630575,65,9837,,944,1800,2642
273,GU,A,222,6/20/2020,Guam,0,,173,6/19/2020 10:00:00 PM,10010,COVID Tracking Project Historical,0,,295,,66,9788,0,,0,0,22,5
963,HI,D,789,6/20/2020,Hawaii,,,642,6/19/2020 6:00:00 PM,66734,COVID Tracking Project Historical,0,,990,,15,65945,1,96,,,27,17
3337,IA,A+,25496,6/20/2020,Iowa,58,,15963,6/20/2020 12:00:00 AM,250207,COVID Tracking Project Historical,0,,3558,,19,224711,0,,30,182,221,681
1523,ID,A,3871,6/20/2020,Idaho,9,,3183,6/19/2020 7:00:00 PM,71196,COVID Tracking Project Historical,0,,1651,101,16,67325,1,279,,28,128,89
25331,IL,A,137104,6/20/2020,Illinois,454,,,6/20/2020 12:00:00 AM,1337968,COVID Tracking Project Historical,111,,25965,,17,1200864,0,,274,1696,634,6829
8600,IN,A+,42061,6/20/2020,Indiana,231,,31110,6/19/2020 11:59:00 PM,401802,COVID Tracking Project Historical,20,,8915,1444,18,359741,24,6755,113,768,315,2536
0,KS,A,12059,6/20/2020,Kansas,,,715,6/19/2020 10:00:00 AM,147649,COVID Tracking Project Historical,0,146,0,338,20,135590,0,1035,,,0,254
5758,KY,B,13630,6/20/2020,Kentucky,62,,3530,6/20/2020 12:00:00 AM,317161,COVID Tracking Project Historical,2,,5934,980,21,303531,28,2522,,354,176,524
13037,LA,B,49385,6/20/2020,Louisiana,,,37017,6/20/2020 1:00:00 PM,604816,COVID Tracking Project Historical,20,,13907,,22,555431,0,,73,574,870,3104
13844,MA,A+,106936,6/20/2020,Massachusetts,200,,91404,6/20/2020 10:00:00 AM,764937,COVID Tracking Project Historical,28,,14130,,25,658001,40,11076,118,964,286,7828
8203,MD,A,63956,6/20/2020,Maryland,238,,4745,6/20/2020 10:00:00 AM,462280,COVID Tracking Project Historical,22,,8611,,24,398324,50,10497,,644,408,3052
2390,ME,B,2938,6/20/2020,Maine,13,,2380,6/19/2020 11:59:00 PM,79576,COVID Tracking Project Historical,0,,2415,,23,76638,5,333,5,29,25,102
14258,MI,A+,67545,6/20/2020,Michigan,209,,49290,6/20/2020 12:00:00 AM,894634,COVID Tracking Project Historical,20,,14706,,26,827089,0,,99,557,448,6087
16455,MN,A,32467,6/20/2020,Minnesota,161,,28205,6/19/2020 5:00:00 PM,492043,COVID Tracking Project Historical,11,,16891,1155,27,459576,19,3767,,324,436,1404
4442,MO,B,17590,6/20/2020,Missouri,,,,6/20/2020 3:00:00 PM,311115,COVID Tracking Project Historical,7,,4831,,29,293525,0,,66,415,389,955
0,MP,D,30,6/20/2020,Northern Mariana Islands,,,19,6/18/2020 9:18:00 PM,8169,COVID Tracking Project Historical,0,,0,,69,8139,0,,,,0,2
0,MS,A,20641,6/20/2020,Mississippi,159,,15323,6/16/2020 7:00:00 PM,238715,COVID Tracking Project Historical,0,,0,,28,218074,0,2767,108,465,0,938
1076,MT,C,698,6/20/2020,Montana,,,548,6/20/2020 1:30:00 PM,69530,COVID Tracking Project Historical,0,,1108,,30,68832,3,85,,10,32,20
17479,NC,A,51389,6/20/2020,North Carolina,,,29219,6/20/2020 11:55:00 AM,731341,COVID Tracking Project Historical,15,,19028,,37,679952,0,,,883,1549,1212
1600,ND,D,3251,6/20/2020,North Dakota,,,2882,6/20/2020 1:00:00 PM,94231,COVID Tracking Project Historical,0,,1625,,38,90980,3,213,,28,25,71
3832,NE,D,17591,6/20/2020,Nebraska,,,11312,6/19/2020 7:50:00 PM,151854,COVID Tracking Project Historical,4,,4008,,31,134263,34,1200,,141,176,244
1806,NH,B,5486,6/20/2020,New Hampshire,,,4209,6/18/2020 9:00:00 AM,105567,COVID Tracking Project Historical,6,,1842,159,33,100081,16,549,,61,36,337
24192,NJ,A+,168834,6/20/2020,New Jersey,286,,29318,6/20/2020 1:00:00 PM,1218873,COVID Tracking Project Historical,23,,24530,,34,1050039,0,19267,238,1125,338,14665
4320,NM,C,10260,6/20/2020,New Mexico,,,4512,6/19/2020 7:45:00 PM,284602,COVID Tracking Project Historical,8,,4427,,35,274342,9,1735,,147,107,464
4158,NV,A+,12931,6/20/2020,Nevada,87,,652,6/20/2020 11:00:00 AM,238963,COVID Tracking Project Historical,0,,4603,,32,226032,0,,49,370,445,491
68114,NY,A,387272,6/20/2020,New York,335,,69506,6/19/2020 11:59:00 PM,3327793,COVID Tracking Project Historical,24,,68830,,36,2940521,0,89995,237,1220,716,24710
13398,OH,B,44262,6/20/2020,Ohio,186,,,6/20/2020 2:00:00 PM,629965,COVID Tracking Project Historical,30,,13929,1833,39,585703,34,7201,118,482,531,2697
7053,OK,A+,10037,6/20/2020,Oklahoma,93,,7414,6/20/2020 8:00:00 AM,281962,COVID Tracking Project Historical,1,,7384,,40,271925,20,1229,,197,331,368
0,OR,A+,6750,6/20/2020,Oregon,50,,2533,6/19/2020 3:01:00 AM,194095,COVID Tracking Project Historical,1,,178,,41,187345,0,946,29,154,178,189
10005,PA,A+,81266,6/20/2020,Pennsylvania,,,62574,6/19/2020 12:00:00 AM,647727,COVID Tracking Project Historical,20,,10509,,42,566461,0,,161,715,504,6419
0,PR,C,6463,6/20/2020,Puerto Rico,10,,,6/20/2020 6:30:00 AM,119743,COVID Tracking Project Historical,0,,268,,72,113280,0,,4,83,268,147
681,RI,A+,16449,6/20/2020,Rhode Island,23,,1515,6/20/2020 3:00:00 AM,226642,COVID Tracking Project Historical,0,,3899,,44,125078,0,1922,12,123,36,894
6794,SC,A,23786,6/20/2020,South Carolina,,,10790,6/19/2020 11:59:00 AM,296249,COVID Tracking Project Historical,5,,7949,,45,272463,0,2294,,673,1155,644
655,SD,B,6225,6/20/2020,South Dakota,,,5335,6/19/2020 6:00:00 PM,71915,COVID Tracking Project Historical,0,,722,,46,65690,9,598,,91,67,81
13222,TN,B,34446,6/20/2020,Tennessee,,,22838,6/20/2020 3:00:00 PM,675340,COVID Tracking Project Historical,9,,13651,,47,640894,28,2266,,588,429,524
35054,TX,B,107735,6/20/2020,Texas,,,67096,6/20/2020 4:20:00 PM,1463398,COVID Tracking Project Historical,25,,39484,,48,1355663,0,,,3247,4430,2165
4876,UT,A,17068,6/20/2020,Utah,66,,9390,6/20/2020 11:33:00 AM,292877,COVID Tracking Project Historical,0,149,5519,333,49,275809,16,1161,,232,643,155
18343,VA,A+,57443,6/20/2020,Virginia,267,303,7607,6/19/2020 5:00:00 PM,531404,COVID Tracking Project Historical,5,,18993,,51,473961,62,8487,133,880,650,1607
42,VI,C,74,6/20/2020,Virgin Islands,,20,64,6/19/2020 10:41:00 PM,2566,COVID Tracking Project Historical,0,,42,,78,2492,0,,,,0,6
1138,VT,B,1147,6/20/2020,Vermont,,,920,6/19/2020 12:00:00 AM,57028,COVID Tracking Project Historical,0,,1141,,50,55881,0,,,9,3,56
675,WA,B,28680,6/20/2020,Washington,,,,6/20/2020 2:59:00 AM,475151,COVID Tracking Project Historical,10,,689,,53,446471,44,4003,49,245,14,1255
9812,WI,A+,27326,6/20/2020,Wisconsin,90,155,18951,6/20/2020 4:00:00 PM,481889,COVID Tracking Project Historical,14,,10225,708,55,454563,26,3203,,239,413,744
2331,WV,B,2486,6/20/2020,West Virginia,6,,1669,6/20/2020 10:00:00 AM,148396,COVID Tracking Project Historical,0,,2382,,54,145910,0,,2,22,51,88
-9139,WY,C,1179,6/20/2020,Wyoming,,,896,6/20/2020 12:00:00 PM,27341,COVID Tracking Project Historical,0,,-9133,,56,26162,0,98,,8,6,20
2432,AK,A,722,6/19/2020,Alaska,,,457,6/19/2020 12:00:00 AM,83631,COVID Tracking Project Historical,0,,2446,,02,82909,0,,1,18,14,12
7995,AL,B,29002,6/19/2020,Alabama,,,15974,6/19/2020 11:00:00 AM,331325,COVID Tracking Project Historical,12,415,8791,710,01,302323,43,2416,,650,796,822
5635,AR,B,14631,6/19/2020,Arkansas,,,9712,6/19/2020 3:40:00 PM,234772,COVID Tracking Project Historical,6,175,6338,,05,220141,26,1100,53,224,703,214
0,AS,C,0,6/19/2020,American Somoa,,,,6/1/2020 12:00:00 AM,174,COVID Tracking Project Historical,0,,0,,60,174,0,,,,0,0
9238,AZ,A+,46689,6/19/2020,Arizona,519,,7018,6/19/2020 12:00:00 AM,392216,COVID Tracking Project Historical,41,,12484,,04,345527,5,4246,362,1832,3246,1312
76855,CA,B,165416,6/19/2020,California,1329,,,6/19/2020 12:00:00 AM,3155702,COVID Tracking Project Historical,70,,81172,,06,2990286,0,,,4587,4317,5360
2002,CO,A,29901,6/19/2020,Colorado,,,4280,6/18/2020 12:00:00 AM,314769,COVID Tracking Project Historical,15,,6502,,08,234545,14,5308,,270,228,1417
11678,CT,B,45557,6/19/2020,Connecticut,,,7842,6/18/2020 8:30:00 PM,392088,COVID Tracking Project Historical,12,,11795,,09,346531,0,10099,,172,117,4238
1543,DC,A+,9952,6/19/2020,District of Columbia,63,,1162,6/18/2020 12:00:00 AM,73791,COVID Tracking Project Historical,3,,1592,,11,63839,0,,44,184,49,530
1638,DE,A,10611,6/19/2020,Delaware,,,6395,6/18/2020 6:00:00 AM,90434,COVID Tracking Project Historical,2,,1750,,10,79823,0,,,75,112,504
17737,FL,A,89748,6/19/2020,Florida,,1578,,6/19/2020 10:00:00 AM,1532871,COVID Tracking Project Historical,43,,21559,,12,1443123,200,13062,,,3822,3197
6005,GA,A,62009,6/19/2020,Georgia,,,,6/19/2020 2:50:00 PM,670306,COVID Tracking Project Historical,31,,7102,2122,13,608297,109,9772,,937,1097,2636
120,GU,B,200,6/19/2020,Guam,0,,173,6/19/2020 7:30:00 AM,9715,COVID Tracking Project Historical,0,,127,,66,9515,0,,0,0,7,5
1352,HI,D,762,6/19/2020,Hawaii,,,640,6/18/2020 6:00:00 PM,65744,COVID Tracking Project Historical,0,,1370,,15,64982,0,95,,,18,17
5297,IA,A+,25275,6/19/2020,Iowa,60,,15816,6/19/2020 12:00:00 AM,246649,COVID Tracking Project Historical,2,,5718,,19,221374,0,,37,197,421,681
1422,ID,A,3743,6/19/2020,Idaho,9,,3088,6/18/2020 7:00:00 PM,69545,COVID Tracking Project Historical,1,,1533,101,16,65802,3,278,,28,111,89
26479,IL,A,136470,6/19/2020,Illinois,512,,,6/18/2020 12:59:00 PM,1312003,COVID Tracking Project Historical,0,,27310,,17,1175533,0,,293,1837,831,6718
7857,IN,A+,41746,6/19/2020,Indiana,259,,30760,6/18/2020 11:59:00 PM,392887,COVID Tracking Project Historical,25,,8165,1465,18,351141,142,6731,111,773,308,2516
5147,KS,A,12059,6/19/2020,Kansas,,,715,6/19/2020 10:00:00 AM,147649,COVID Tracking Project Historical,7,146,5525,338,20,135590,24,1035,,,378,254
4590,KY,B,13454,6/19/2020,Kentucky,64,,3516,6/19/2020 12:00:00 AM,311227,COVID Tracking Project Historical,2,,4847,978,21,297773,12,2494,,339,257,522
45807,LA,B,48515,6/19/2020,Louisiana,,,37017,6/18/2020 1:00:00 PM,590909,COVID Tracking Project Historical,22,,45688,,22,542394,0,,75,561,-119,3084
9319,MA,A+,106650,6/19/2020,Massachusetts,199,,91404,6/19/2020 10:00:00 AM,750807,COVID Tracking Project Historical,30,,9547,,25,644157,51,11036,124,994,228,7800
5742,MD,A,63548,6/19/2020,Maryland,261,,4685,6/19/2020 10:00:00 AM,453669,COVID Tracking Project Historical,14,,6061,,24,390121,90,10447,,648,319,3030
3066,ME,A,2913,6/19/2020,Maine,11,,2323,6/18/2020 11:59:00 PM,77161,COVID Tracking Project Historical,0,,3101,,23,74248,5,328,5,26,35,102
29443,MI,A+,67097,6/19/2020,Michigan,209,,44964,6/19/2020 12:00:00 AM,879928,COVID Tracking Project Historical,6,,29742,,26,812831,0,,99,557,299,6067
13917,MN,A,32031,6/19/2020,Minnesota,168,,27709,6/18/2020 5:00:00 PM,475152,COVID Tracking Project Historical,17,,14273,1150,27,443121,30,3748,,339,356,1393
8649,MO,B,17201,6/19/2020,Missouri,,,,6/19/2020 3:00:00 PM,306284,COVID Tracking Project Historical,2,,8942,,29,289083,0,,70,594,293,948
0,MP,D,30,6/19/2020,Northern Mariana Islands,,,19,6/18/2020 9:18:00 PM,8169,COVID Tracking Project Historical,0,,0,,69,8139,0,,,,0,2
0,MS,A,20641,6/19/2020,Mississippi,159,,15323,6/16/2020 6:00:00 PM,238715,COVID Tracking Project Historical,0,,0,,28,218074,0,2767,108,661,0,938
1541,MT,C,666,6/19/2020,Montana,,,546,6/19/2020 12:00:00 AM,68422,COVID Tracking Project Historical,0,,1552,,30,67756,1,82,,9,11,20
16983,NC,A,49840,6/19/2020,North Carolina,,,29219,6/19/2020 11:55:00 AM,712313,COVID Tracking Project Historical,22,,18635,,37,662473,0,,,871,1652,1197
1919,ND,D,3226,6/19/2020,North Dakota,,,2840,6/19/2020 1:00:00 PM,92606,COVID Tracking Project Historical,1,,1952,,38,89380,2,210,,26,33,71
2844,NE,D,17415,6/19/2020,Nebraska,,,11066,6/18/2020 7:55:00 PM,147846,COVID Tracking Project Historical,6,,3033,,31,130431,25,1166,,149,189,240
1727,NH,B,5450,6/19/2020,New Hampshire,,,4140,6/18/2020 9:00:00 AM,103725,COVID Tracking Project Historical,1,,1741,158,33,98275,2,533,,56,14,331
22220,NJ,A+,168496,6/19/2020,New Jersey,286,,29209,6/19/2020 1:00:00 PM,1194343,COVID Tracking Project Historical,35,,22609,,34,1025847,257,19267,231,1177,389,14642
4190,NM,C,10153,6/19/2020,New Mexico,,,4439,6/19/2020 1:41:00 PM,280175,COVID Tracking Project Historical,4,,4278,,35,270022,11,1726,,157,88,456
3154,NV,A+,12486,6/19/2020,Nevada,87,,652,6/19/2020 11:30:00 AM,234360,COVID Tracking Project Historical,2,,3564,,32,221874,0,,49,370,410,491
78507,NY,A,386556,6/19/2020,New York,359,,69377,6/19/2020 12:00:00 AM,3258963,COVID Tracking Project Historical,25,,79303,,36,2872407,0,89995,256,1284,796,24686
15403,OH,B,43731,6/19/2020,Ohio,200,,,6/19/2020 2:00:00 PM,616036,COVID Tracking Project Historical,34,,16012,1820,39,572305,63,7167,133,525,609,2667
4673,OK,A+,9706,6/19/2020,Oklahoma,96,,7212,6/19/2020 12:00:00 AM,274578,COVID Tracking Project Historical,1,,5025,,40,264872,63,1209,,211,352,367
4575,OR,A+,6572,6/19/2020,Oregon,50,,2533,6/19/2020 3:01:00 AM,193917,COVID Tracking Project Historical,1,,4781,,41,187345,13,946,29,154,206,188
12624,PA,A+,80762,6/19/2020,Pennsylvania,,,62186,6/19/2020 12:00:00 AM,637218,COVID Tracking Project Historical,38,,13150,,42,556456,0,,169,731,526,6399
0,PR,C,6195,6/19/2020,Puerto Rico,7,,,6/19/2020 6:30:00 AM,119475,COVID Tracking Project Historical,0,,84,,72,113280,0,,3,78,84,147
1181,RI,A+,16413,6/19/2020,Rhode Island,23,,1515,6/19/2020 3:00:00 AM,222743,COVID Tracking Project Historical,9,,3180,,44,124397,11,1922,12,123,59,894
6694,SC,A,22631,6/19/2020,South Carolina,,,10790,6/19/2020 4:00:00 PM,288300,COVID Tracking Project Historical,18,,7777,,45,265669,239,2294,,660,1083,639
791,SD,B,6158,6/19/2020,South Dakota,,,5276,6/18/2020 6:00:00 PM,71193,COVID Tracking Project Historical,3,,840,,46,65035,4,589,,95,49,81
8107,TN,B,34017,6/19/2020,Tennessee,,,22531,6/19/2020 3:00:00 PM,661689,COVID Tracking Project Historical,6,,9295,,47,627672,29,2238,,635,1188,515
12719,TX,B,103305,6/19/2020,Texas,,,65329,6/19/2020 4:00:00 PM,1423914,COVID Tracking Project Historical,35,,16173,,48,1320609,0,,,3148,3454,2140
4087,UT,A,16425,6/19/2020,Utah,63,,9113,6/19/2020 10:20:00 AM,287358,COVID Tracking Project Historical,3,148,4673,330,49,270933,25,1145,,237,586,155
9788,VA,A+,56793,6/19/2020,Virginia,251,285,7563,6/18/2020 5:00:00 PM,512411,COVID Tracking Project Historical,16,,10343,,51,455618,75,8425,121,862,555,1602
96,VI,C,74,6/19/2020,Virgin Islands,,11,64,6/19/2020 6:08:00 AM,2524,COVID Tracking Project Historical,0,,97,,78,2450,0,,,,1,6
1133,VT,B,1144,6/19/2020,Vermont,,,918,6/19/2020 12:00:00 AM,55887,COVID Tracking Project Historical,0,,1142,,50,54743,0,,,8,9,56
4328,WA,B,28666,6/19/2020,Washington,,,,6/18/2020 2:59:00 AM,474462,COVID Tracking Project Historical,19,,4419,,53,445796,21,3959,47,276,91,1245
10838,WI,A+,26913,6/19/2020,Wisconsin,91,158,18055,6/19/2020 4:00:00 PM,471664,COVID Tracking Project Historical,11,,11161,704,55,444751,17,3177,,240,323,730
1568,WV,B,2435,6/19/2020,West Virginia,6,,1665,6/19/2020 10:00:00 AM,146014,COVID Tracking Project Historical,0,,1585,,54,143579,0,,2,22,17,88
291,WY,C,1173,6/19/2020,Wyoming,,,889,6/19/2020 6:00:00 PM,36474,COVID Tracking Project Historical,2,,320,,56,35301,1,98,,8,29,20
3464,AK,A,708,6/18/2020,Alaska,,,449,6/18/2020 12:00:00 AM,81185,COVID Tracking Project Historical,0,,3476,,02,80477,0,,0,18,12,12
10917,AL,B,28206,6/18/2020,Alabama,,,15974,6/18/2020 11:00:00 AM,322534,COVID Tracking Project Historical,20,405,11811,695,01,294328,21,2373,,668,894,810
7413,AR,B,13928,6/18/2020,Arkansas,,,9376,6/18/2020 3:10:00 PM,228434,COVID Tracking Project Historical,11,173,7735,,05,214506,22,1074,53,226,322,208
0,AS,C,0,6/18/2020,American Somoa,,,,6/1/2020 12:00:00 AM,174,COVID Tracking Project Historical,0,,0,,60,174,0,,,,0,0
11020,AZ,A+,43443,6/18/2020,Arizona,540,,6863,6/18/2020 12:00:00 AM,379732,COVID Tracking Project Historical,32,,13539,,04,336289,17,4241,341,1667,2519,1271
72458,CA,B,161099,6/18/2020,California,1298,,,6/18/2020 12:00:00 AM,3074530,COVID Tracking Project Historical,82,,76542,,06,2913431,0,,,4584,4084,5290
5318,CO,A,29673,6/18/2020,Colorado,,,4253,6/17/2020 12:00:00 AM,308267,COVID Tracking Project Historical,29,,6818,,08,232543,22,5294,,270,231,1402
7003,CT,B,45440,6/18/2020,Connecticut,,,7842,6/17/2020 8:30:00 PM,380293,COVID Tracking Project Historical,7,,7014,,09,334853,187,10099,,176,11,4226
2057,DC,A+,9903,6/18/2020,District of Columbia,86,,1155,6/17/2020 12:00:00 AM,72199,COVID Tracking Project Historical,4,,2113,,11,62296,0,,45,189,56,527
2042,DE,A,10499,6/18/2020,Delaware,,,6350,6/17/2020 6:00:00 PM,88684,COVID Tracking Project Historical,0,,2097,,10,78185,0,,,79,55,502
22346,FL,A,85926,6/18/2020,Florida,,1457,,6/18/2020 10:00:00 AM,1511312,COVID Tracking Project Historical,44,,25553,,12,1425386,189,12862,,,3207,3154
11855,GA,A,60912,6/18/2020,Georgia,,,,6/18/2020 2:50:00 PM,663204,COVID Tracking Project Historical,30,,12737,2109,13,602292,120,9663,,921,882,2605
385,GU,A,193,6/18/2020,Guam,0,,170,6/18/2020 6:45:00 AM,9588,COVID Tracking Project Historical,0,,390,,66,9395,0,,0,0,5,5
1127,HI,D,744,6/18/2020,Hawaii,,,639,6/17/2020 6:00:00 PM,64374,COVID Tracking Project Historical,0,,1131,,15,63630,3,95,,,4,17
